Name;Edition;Qty;Rarity;Color;Cost;Type;P/T;Text;Comment
Mist Raven;AVR;1;C;U;2UU;Creature - Bird;2/2;"Flying
When Mist Raven enters the battlefield, return target creature to its ownerﾒs hand.";
Mogg Flunkies;M13;5;C;R;1R;Creature - Goblin;3/3;Mogg Flunkies canﾒt attack or block alone.;
Mogg War Marshal;TSP;3;C;R;1R;Creature - Goblin Warrior;1/1;"Echo %1%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Mogg War Marshal enters the battlefield or dies, put a 1/1 red Goblin creature token onto the battlefield.";
Molten Primordial;GTC;2;R;R;5RR;Creature - Avatar;6/4;"Haste
When Molten Primordial enters the battlefield, for each opponent, gain control of up to one target creature that player controls until end of turn. Untap those creatures. They gain haste until end of turn.";
Moonveil Dragon;DKA;1;M;R;3RRR;Creature - Dragon;5/5;"Flying
%R: Each creature you control gets +1/+0 until end of turn.";
Mortus Strider;GTC;5;C;Gld;1UB;Creature - Skeleton;1/1;When Mortus Strider dies, return it to its ownerﾒs hand.;
Murmuring Phantasm;DGM;11;C;U;1U;Creature - Spirit;0/5;Defender;
Mwonvuli Beast Tracker;M13;4;U;G;1GG;Creature - Human Scout;2/1;When Mwonvuli Beast Tracker enters the battlefield, search your library for a creature card with deathtouch, hexproof, reach, or trample and reveal it. Shuffle your library and put that card on top of it.;
Nantuko Shaman;TSP;4;C;G;2G;Creature - Insect Shaman;3/2;"When Nantuko Shaman enters the battlefield, if you control no tapped lands, draw a card.
Suspend 1ﾗ%2%G%G #(Rather than cast this card from your hand, you may pay %2%G%G and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)#";
Nav Squad Commandos;GTC;4;C;W;4W;Creature - Human Soldier;3/5;#Battalion# ﾗ Whenever Nav Squad Commandos and at least two other creatures attack, Nav Squad Commandos gets +1/+1 until end of turn. Untap it.;
Nefarox, Overlord of Grixis;M13;1;R;B;4BB;Legendary Creature - Demon;5/5;"Flying
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#
Whenever Nefarox, Overlord of Grixis attacks alone, defending player sacrifices a creature.";
Nephalia Seakite;M14;5;C;U;3U;Creature - Bird;2/3;"Flash #(You may cast this spell any time you could cast an instant.)#
Flying";
Nettle Swine;AVR;1;C;G;3G;Creature - Boar;4/3;;
New Prahv Guildmage;RTR;3;U;Gld;WU;Creature - Human Wizard;2/2;"%W%U: Target creature gains flying until end of turn.
%3%W%U: Detain target nonland permanent an opponent controls. #(Until your next turn, that permanent canﾒt attack or block and its activated abilities canﾒt be activated.)#";
Niblis of the Breath;DKA;1;U;U;2U;Creature - Spirit;2/1;"Flying
%U, %T: You may tap or untap target creature.";
Niblis of the Mist;DKA;1;C;W;2W;Creature - Spirit;2/1;"Flying
When Niblis of the Mist enters the battlefield, you may tap target creature.";
Nightveil Specter;GTC;1;R;Gld;%V%V%V;Creature - Specter;2/3;"Flying
Whenever Nightveil Specter deals combat damage to a player, that player exiles the top card of his or her library.
You may play cards exiled with Nightveil Specter.";
Nightwing Shade;M11;5;C;B;4B;Creature - Shade;2/2;"Flying
%1%B: Nightwing Shade gets +1/+1 until end of turn.";
Nimbus Swimmer;GTC;1;U;Gld;XGU;Creature - Leviathan;0/0;"Flying
Nimbus Swimmer enters the battlefield with X +1/+1 counters on it.";
Nivix Cyclops;DGM;15;C;Gld;1UR;Creature - Cyclops;1/4;"Defender
Whenever you cast an instant or sorcery spell, Nivix Cyclops gets +3/+0 until end of turn and can attack this turn as though it didnﾒt have defender.";
Nivix Guildmage;RTR;2;U;Gld;UR;Creature - Human Wizard;2/2;"%1%U%R: Draw a card, then discard a card.
%2%U%R: Copy target instant or sorcery spell you control. You may choose new targets for the copy.";
Niv-Mizzet, Dracogenius;RTR;3;M;Gld;2UURR;Legendary Creature - Dragon Wizard;5/5;"Flying
Whenever Niv-Mizzet, Dracogenius deals damage to a player, you may draw a card.
%U%R: Niv-Mizzet, Dracogenius deals 1 damage to target creature or player.";
Notion Thief;DGM;2;R;Gld;2UB;Creature - Human Rogue;3/1;"Flash
If an opponent would draw a card except the first one he or she draws in each of his or her draw steps, instead that player skips that draw and you draw a card.";
Ogre Jailbreaker;RTR;4;C;B;3B;Creature - Ogre Rogue;4/4;"Defender
Ogre Jailbreaker can attack as though it didnﾒt have defender as long as you control a Gate.";
Ogre Slumlord;GTC;1;R;B;3BB;Creature - Ogre Rogue;3/3;"Whenever another nontoken creature dies, you may put a 1/1 black Rat creature token onto the battlefield.
Rats you control have deathtouch.";
Oona, Queen of the Fae;SHM;2;R;Gld;3%V%V%V;Legendary Creature - Faerie Wizard;5/5;"Flying
%X%V: Choose a color. Target opponent exiles the top X cards of his or her library. For each card of the chosen color exiled this way, put a 1/1 blue and black Faerie Rogue creature token with flying onto the battlefield.";
Opal Lake Gatekeepers;DGM;11;C;U;3U;Creature - Vedalken Soldier;2/4;When Opal Lake Gatekeepers enters the battlefield, if you control two or more Gates, you may draw a card.;
Opportunist;TE;2;U;R;2R;Creature - Human Soldier;2/2;%T: Opportunist deals 1 damage to target creature that was dealt damage this turn.;
Orchard Spirit;ISD;1;C;G;2G;Creature - Spirit;2/2;Orchard Spirit canﾒt be blocked except by creatures with flying or reach.;
Ordruun Veteran;GTC;6;U;Gld;2RW;Creature - Minotaur Soldier;3/1;#Battalion# ﾗ Whenever Ordruun Veteran and at least two other creatures attack, Ordruun Veteran gains double strike until end of turn. #(It deals both first-strike and regular combat damage.)#;
Palisade Giant;RTR;1;R;W;4WW;Creature - Giant Soldier;2/7;All damage that would be dealt to you or another permanent you control is dealt to Palisade Giant instead.;
Pallid Mycoderm;MMA;4;C;W;3W;Creature - Fungus;2/4;"At the beginning of your upkeep, put a spore counter on Pallid Mycoderm.
Remove three spore counters from Pallid Mycoderm: Put a 1/1 green Saproling creature token onto the battlefield.
Sacrifice a Saproling: Each creature you control thatﾒs a Fungus or a Saproling gets +1/+1 until end of turn.";
Pathbreaker Wurm;AVR;1;C;G;4GG;Creature - Wurm;6/4;"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Pathbreaker Wurm is paired with another creature, both creatures have trample.";
Penumbra Spider;TSP;2;C;G;2GG;Creature - Spider;2/4;"Reach
When Penumbra Spider dies, put a 2/4 black Spider creature token with reach onto the battlefield.";
Perilous Shadow;RTR;2;C;B;2BB;Creature - Insect Shade;0/4;%1%B: Perilous Shadow gets +2/+2 until end of turn.;
Phantom General;RTR;2;U;W;3W;Creature - Spirit Soldier;2/3;Creature tokens you control get +1/+1.;
Phantom Warrior;10E;6;U;U;1UU;Creature - Illusion Warrior;2/2;Phantom Warrior canﾒt be blocked.;
Phyrexian Hulk;M13;4;U;Art;6;Artifact Creature - Golem;5/4;;
Pillarfield Ox;M13;12;C;W;3W;Creature - Ox;2/4;;
Pitchburn Devils;ISD;10;C;R;4R;Creature - Devil;3/3;When Pitchburn Devils dies, it deals 3 damage to target creature or player.;
Pontiff of Blight;DGM;1;R;B;4BB;Creature - Zombie Cleric;2/7;"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#
Other creatures you control have extort. #(If a creature has multiple instances of extort, each triggers separately.)#";
Precinct Captain;RTR;1;R;W;WW;Creature - Human Soldier;2/2;"First strike
Whenever Precinct Captain deals combat damage to a player, put a 1/1 white Soldier creature token onto the battlefield.";
Predatory Sliver;M14;4;C;G;1G;Creature - Sliver;1/1;Sliver creatures you control get +1/+1.;
Primal Clay;M13;8;U;Art;4;Artifact Creature - Shapeshifter;*/*;As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. #(A creature with defender canﾒt attack.)#;
Primal Huntbeast;M13;4;C;G;3G;Creature - Beast;3/3;Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#;
Prized Elephant;M13;5;U;W;3W;Creature - Elephant;3/3;"Prized Elephant gets +1/+1 as long as you control a Forest.
%G: Prized Elephant gains trample until end of turn. #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#";
Progenitor Mimic;DGM;2;M;Gld;4GU;Creature - Shapeshifter;0/0;You may have Progenitor Mimic enter the battlefield as a copy of any creature on the battlefield except it gains ﾓAt the beginning of your upkeep, if this creature isnﾒt a token, put a token onto the battlefield thatﾒs a copy of this creature.ﾔ;
Rakdos Cackler;RTR;1;U;Gld;%K;Creature - Devil;1/1;Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#;
Rakdos Drake;DGM;13;C;B;2B;Creature - Drake;1/2;"Flying
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#";
Rakdos Ringleader;RTR;3;U;Gld;4BR;Creature - Skeleton Warrior;3/1;"First strike
Whenever Rakdos Ringleader deals combat damage to a player, that player discards a card at random.
%B: Regenerate Rakdos Ringleader.";
Rakdos Shred-Freak;RTR;4;C;Gld;%K%K;Creature - Human Berserker;2/1;Haste;
Rakish Heir;ISD;1;U;R;2R;Creature - Vampire;2/2;Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.;
Ravenous Rats;M13;5;C;B;1B;Creature - Rat;1/1;When Ravenous Rats enters the battlefield, target opponent discards a card.;
Realmwright;GTC;1;R;U;U;Creature - Vedalken Wizard;1/1;"As Realmwright enters the battlefield, choose a basic land type.
Lands you control are the chosen type in addition to their other types.";
Reckless Brute;M13;5;C;R;2R;Creature - Ogre Warrior;3/1;"Haste #(This creature can attack and %T as soon as it comes under your control.)#
Reckless Brute attacks each turn if able.";
Regathan Firecat;M14;11;C;R;2R;Creature - Elemental Cat;4/1;;
Relentless Skaabs;DKA;1;U;U;3UU;Creature - Zombie;4/4;"As an additional cost to cast Relentless Skaabs, exile a creature card from your graveyard.
Undying #(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its ownerﾒs control with a +1/+1 counter on it.)#";
Renegade Krasis;DGM;1;R;G;1GG;Creature - Beast Mutant;3/2;"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
Whenever Renegade Krasis evolves, put a +1/+1 counter on each other creature you control with a +1/+1 counter on it.";
Rift Elemental;FUT;2;C;R;R;Creature - Elemental;1/1;%1%R, Remove a time counter from a permanent you control or suspended card you own: Rift Elemental gets +2/+0 until end of turn.;
Riftsweeper;FUT;2;U;G;1G;Creature - Elf Shaman;2/2;When Riftsweeper enters the battlefield, choose target face-up exiled card. Its owner shuffles it into his or her library.;
Riot Piker;DGM;9;C;R;1R;Creature - Goblin Berserker;2/1;"First strike
Riot Piker attacks each turn if able.";
Ripscale Predator;GTC;1;U;R;4RR;Creature - Lizard;6/5;Ripscale Predator canﾒt be blocked except by two or more creatures.;
Risen Sanctuary;RTR;1;U;Gld;5GW;Creature - Elemental;8/8;Vigilance;
Rix Maadi Guildmage;RTR;1;U;Gld;BR;Creature - Human Shaman;2/2;"%B%R: Target blocking creature gets -1/-1 until end of turn.
%B%R: Target player who lost life this turn loses 1 life.";
Roaring Primadox;M13;5;U;G;3G;Creature - Beast;4/4;At the beginning of your upkeep, return a creature you control to its ownerﾒs hand.;
Rootwalla;M14;14;C;G;2G;Creature - Lizard;2/2;%1%G: Rootwalla gets +2/+2 until end of turn. Activate this ability only once each turn.;
Rot Farm Skeleton;DGM;8;U;Gld;2BG;Creature - Plant Skeleton;4/1;"Rot Farm Skeleton canﾒt block.
%2%B%G, Put the top four cards of your library into your graveyard: Return Rot Farm Skeleton from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.";
Rubbleback Rhino;RTR;3;C;G;4G;Creature - Rhino;3/4;Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#;
Rubblebelt Maaka;DGM;11;C;R;3R;Creature - Cat;3/3;#Bloodrush# ﾗ %R, Discard Rubblebelt Maaka: Target attacking creature gets +3/+3 until end of turn.;
Rubblebelt Raiders;GTC;1;R;Gld;1%L%L%L;Creature - Human Warrior;3/3;Whenever Rubblebelt Raiders attacks, put a +1/+1 counter on it for each attacking creature you control.;
Rubblehulk;GTC;2;R;Gld;4RG;Creature - Elemental;*/*;"Rubblehulkﾒs power and toughness are each equal to the number of lands you control.
#Bloodrush# ﾗ %1%R%G, Discard Rubblehulk: Target attacking creature gets +X/+X until end of turn, where X is the number of lands you control.";
Ruination Wurm;GTC;3;C;Gld;4RG;Creature - Wurm;7/6;;
Rumbling Baloth;M14;11;C;G;2GG;Creature - Beast;4/4;;
Rummaging Goblin;M13;6;C;R;2R;Creature - Goblin Rogue;1/1;%T, Discard a card: Draw a card.;
Runewing;RTR;1;C;U;3U;Creature - Bird;2/2;"Flying
When Runewing dies, draw a card.";
Ruric Thar, the Unbowed;DGM;4;R;Gld;4RG;Legendary Creature - Ogre Warrior;6/6;"Vigilance, reach
Ruric Thar, the Unbowed attacks each turn if able.
Whenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player.";
Rust Scarab;GTC;2;U;G;4G;Creature - Insect;4/5;Whenever Rust Scarab becomes blocked, you may destroy target artifact or enchantment defending player controls.;
Sage's Row Denizen;GTC;4;C;U;2U;Creature - Vedalken Wizard;2/3;Whenever another blue creature enters the battlefield under your control, target player puts the top two cards of his or her library into his or her graveyard.;
Saltfield Recluse;MMA;2;C;W;2W;Creature - Human Rebel Cleric;1/2;%T: Target creature gets -2/-0 until end of turn.;
Sanctum Gargoyle;ARC;3;C;W;3W;Artifact Creature - Gargoyle;2/3;"Flying
When Sanctum Gargoyle enters the battlefield, you may return target artifact card from your graveyard to your hand.";
Sapphire Drake;GTC;1;U;U;5U;Creature - Drake;4/4;"Flying
Each creature you control with a +1/+1 counter on it has flying.";
Saruli Gatekeepers;DGM;11;C;G;3G;Creature - Elf Warrior;2/4;When Saruli Gatekeepers enters the battlefield, if you control two or more Gates, you gain 7 life.;
Savageborn Hydra;DGM;1;M;Gld;XRG;Creature - Hydra;0/0;"Double strike
Savageborn Hydra enters the battlefield with X +1/+1 counters on it.
%1%L: Put a +1/+1 counter on Savageborn Hydra. Activate this ability only any time you could cast a sorcery.";
Scab-Clan Charger;GTC;3;C;G;3G;Creature - Centaur Warrior;2/4;#Bloodrush# ﾗ %1%G, Discard Scab-Clan Charger: Target attacking creature gets +2/+4 until end of turn.;
Scab-Clan Giant;DGM;5;U;Gld;4RG;Creature - Giant Warrior;4/5;When Scab-Clan Giant enters the battlefield, it fights target creature an opponent controls chosen at random.;
Scion of Vitu-Ghazi;DGM;3;R;W;3WW;Creature - Elemental;4/4;When Scion of Vitu-Ghazi enters the battlefield, if you cast it from your hand, put a 1/1 white Bird creature token with flying onto the battlefield, then populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#;
Scorchwalker;GTC;3;C;R;3R;Creature - Elemental;5/1;#Bloodrush# ﾗ %1%R%R, Discard Scorchwalker: Target attacking creature gets +5/+1 until end of turn.;
Screeching Skaab;DKA;1;C;U;1U;Creature - Zombie;2/1;When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.;
Scroll Thief;M13;6;C;U;2U;Creature - Merfolk Rogue;1/3;Whenever Scroll Thief deals combat damage to a player, draw a card.;
Scroll Thief;M11;9;C;U;2U;Creature - Merfolk Rogue;1/3;Whenever Scroll Thief deals combat damage to a player, draw a card.;
Selesnya Sentry;RTR;3;C;W;2W;Creature - Elephant Soldier;3/2;%5%G: Regenerate Selesnya Sentry.;
Seller of Songbirds;RTR;5;C;W;2W;Creature - Human;1/2;When Seller of Songbirds enters the battlefield, put a 1/1 white Bird creature token with flying onto the battlefield.;
Sentinel Sliver;M14;7;C;W;1W;Creature - Sliver;2/2;Sliver creatures you control have vigilance. #(Attacking doesnﾒt cause them to tap.)#;
Sentinel Spider;M13;4;C;G;3GG;Creature - Spider;4/4;"Vigilance #(Attacking doesnﾒt cause this creature to tap.)#
Reach #(This creature can block creatures with flying.)#";
Sepulchral Primordial;GTC;1;R;B;5BB;Creature - Avatar;5/4;"Intimidate
When Sepulchral Primordial enters the battlefield, for each opponent, you may put up to one target creature card from that playerﾒs graveyard onto the battlefield under your control.";
Seraph of Dawn;AVR;2;C;W;2WW;Creature - Angel;2/4;"Flying
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#";
Serra Angel;CMD;6;U;W;3WW;Creature - Angel;4/4;"Flying
Vigilance #(Attacking doesnﾒt cause this creature to tap.)#";
Serra Angel;M13;6;U;W;3WW;Creature - Angel;4/4;"Flying
Vigilance #(Attacking doesnﾒt cause this creature to tap.)#";
Servant of Nefarox;M13;4;C;B;2B;Creature - Human Cleric;3/1;Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#;
Sewer Shambler;RTR;1;C;B;2B;Creature - Zombie;2/1;"Swampwalk #(This creature is unblockable as long as defending player controls a Swamp.)#
Scavenge %2%B #(%2%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#";
Shadow Alley Denizen;GTC;4;C;B;B;Creature - Vampire Rogue;1/1;Whenever another black creature enters the battlefield under your control, target creature gains intimidate until end of turn. #(It canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#;
Shadowborn Apostle;M14;7;C;B;B;Creature - Human Cleric;1/1;"A deck can have any number of cards named Shadowborn Apostle.
%B, Sacrifice six creatures named Shadowborn Apostle: Search your library for a Demon creature card and put it onto the battlefield. Then shuffle your library.";
Shadowborn Demon;M14;2;M;B;3BB;Creature - Demon;5/6;"Flying
When Shadowborn Demon enters the battlefield, destroy target non-Demon creature.
At the beginning of your upkeep, if there are fewer than six creature cards in your graveyard, sacrifice a creature.";
Shambleshark;GTC;2;C;Gld;GU;Creature - Fish Crab;2/1;"Flash #(You may cast this spell any time you could cast an instant.)#
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#";
Shimian Specter;M13;1;R;B;2BB;Creature - Specter;2/2;"Flying
Whenever Shimian Specter deals combat damage to a player, that player reveals his or her hand. You choose a nonland card from it. Search that playerﾒs graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.";
Shrewd Hatchling;EVE;1;U;Gld;3%I;Creature - Elemental;6/6;"Shrewd Hatchling enters the battlefield with four -1/-1 counters on it.
%I: Target creature canﾒt block Shrewd Hatchling this turn.
Whenever you cast a blue spell, remove a -1/-1 counter from Shrewd Hatchling.
Whenever you cast a red spell, remove a -1/-1 counter from Shrewd Hatchling.";
Siege Mastodon;M12;12;C;W;4W;Creature - Elephant;3/5;;
Siege-Gang Commander;SC;1;R;R;3RR;Creature - Goblin;2/2;"When Siege-Gang Commander enters the battlefield, put three 1/1 red Goblin creature tokens onto the battlefield.
%1%R, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to target creature or player.";
Silvercoat Lion;M13;10;C;W;1W;Creature - Cat;2/2;;
Simic Fluxmage;GTC;1;U;U;2U;Creature - Merfolk Wizard;1/2;"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%1%U, %T: Move a +1/+1 counter from Simic Fluxmage onto target creature.";
Simic Manipulator;GTC;2;R;U;1UU;Creature - Mutant Wizard;0/1;"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%T, Remove one or more +1/+1 counters from Simic Manipulator: Gain control of target creature with power less than or equal to the number of +1/+1 counters removed this way.";
Sin Collector;DGM;5;U;Gld;1WB;Creature - Human Cleric;2/1;When Sin Collector enters the battlefield, target opponent reveals his or her hand. You choose an instant or sorcery card from it and exile that card.;
Sire of Insanity;DGM;3;R;Gld;4BR;Creature - Demon;6/4;At the beginning of each end step, each player discards his or her hand.;
Skaab Goliath;ISD;1;U;U;5U;Creature - Zombie Giant;6/9;"As an additional cost to cast Skaab Goliath, exile two creature cards from your graveyard.
Trample";
Skarrg Goliath;GTC;1;R;G;6GG;Creature - Beast;9/9;"Trample
#Bloodrush# ﾗ %5%G%G, Discard Skarrg Goliath: Target attacking creature gets +9/+9 and gains trample until end of turn.";
Skarrg Guildmage;GTC;2;U;Gld;RG;Creature - Human Shaman;2/2;"%R%G: Creatures you control gain trample until end of turn.
%1%R%G: Target land you control becomes a 4/4 Elemental creature until end of turn. Itﾒs still a land.";
Skinbrand Goblin;GTC;3;C;R;1R;Creature - Goblin Warrior;2/1;#Bloodrush# ﾗ %R, Discard Skinbrand Goblin: Target attacking creature gets +2/+1 until end of turn.;
Skyknight Legionnaire;GTC;5;C;Gld;1RW;Creature - Human Knight;2/2;Flying, haste;
Skylasher;DGM;3;R;G;1G;Creature - Insect;2/2;"Flash
Skylasher canﾒt be countered.
Reach, protection from blue";
Skyline Predator;RTR;1;U;U;4UU;Creature - Drake;3/4;"Flash #(You may cast this spell any time you could cast an instant.)#
Flying";
Slate Street Ruffian;GTC;6;C;B;2B;Creature - Human Warrior;2/2;Whenever Slate Street Ruffian becomes blocked, defending player discards a card.;
Slaughterhorn;GTC;3;C;G;2G;Creature - Beast;3/2;#Bloodrush# ﾗ %G, Discard Slaughterhorn: Target attacking creature gets +3/+2 until end of turn.;
Sliver Construct;M14;8;C;Art;3;Artifact Creature - Sliver Construct;2/2;;
Sluiceway Scorpion;RTR;3;C;Gld;2BG;Creature - Scorpion;2/2;"Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Scavenge %1%B%G #(%1%B%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#";
Slum Reaper;RTR;1;U;B;3B;Creature - Horror;4/2;When Slum Reaper enters the battlefield, each player sacrifices a creature.;
Smelt-Ward Gatekeepers;DGM;12;C;R;3R;Creature - Human Warrior;2/4;When Smelt-Ward Gatekeepers enters the battlefield, if you control two or more Gates, gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn.;
Smog Elemental;GTC;3;U;B;4BB;Creature - Elemental;3/3;"Flying
Creatures with flying your opponents control get -1/-1.";
Soulmender;M14;11;C;W;W;Creature - Human Cleric;1/1;%T: You gain 1 life.;
Soulsworn Spirit;RTR;2;U;U;3U;Creature - Spirit;2/1;"Soulsworn Spirit is unblockable.
When Soulsworn Spirit enters the battlefield, detain target creature an opponent controls. #(Until your next turn, that creature canﾒt attack or block and its activated abilities canﾒt be activated.)#";
Spawn of Rix Maadi;RTR;4;C;Gld;3BR;Creature - Horror;5/3;Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#;
Species Gorger;DGM;4;U;Gld;3GU;Creature - Frog Beast;6/6;At the beginning of your upkeep, return a creature you control to its ownerﾒs hand.;
Spectral Rider;ISD;1;U;W;WW;Creature - Spirit Knight;2/2;Intimidate #(This creature canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#;
Sphinx of the Chimes;RTR;2;R;U;4UU;Creature - Sphinx;5/6;"Flying
Discard two nonland cards with the same name: Draw four cards.";
Spike Jester;DGM;7;U;Gld;BR;Creature - Goblin Warrior;3/1;Haste;
Spiked Baloth;M13;4;C;G;3G;Creature - Beast;4/2;Trample #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#;
Spire Tracer;GTC;1;C;G;G;Creature - Elf Scout;1/1;Spire Tracer canﾒt be blocked except by creatures with flying or reach.;
Splatter Thug;RTR;2;C;R;2R;Creature - Human Warrior;2/2;"First strike
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#";
Sporemound;M14;5;C;G;3GG;Creature - Fungus;3/3;Whenever a land enters the battlefield under your control, put a 1/1 green Saproling creature token onto the battlefield.;
Sporesower Thallid;TSP;2;U;G;2GG;Creature - Fungus;4/4;"At the beginning of your upkeep, put a spore counter on each Fungus you control.
Remove three spore counters from Sporesower Thallid: Put a 1/1 green Saproling creature token onto the battlefield.";
Sporoloth Ancient;MMA;2;C;G;3GG;Creature - Fungus;4/4;"At the beginning of your upkeep, put a spore counter on Sporoloth Ancient.
Creatures you control have ﾓRemove two spore counters from this creature: Put a 1/1 green Saproling creature token onto the battlefield.ﾔ";
Stealer of Secrets;RTR;7;C;U;2U;Creature - Human Rogue;2/2;Whenever Stealer of Secrets deals combat damage to a player, draw a card.;
Steelform Sliver;M14;5;U;W;2W;Creature - Sliver;2/2;Sliver creatures you control get +0/+1.;
Steeple Roc;DGM;16;C;W;4W;Creature - Bird;3/1;Flying, first strike;
Stingscourger;PLC;2;C;R;1R;Creature - Goblin Warrior;2/2;"Echo %3%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Stingscourger enters the battlefield, return target creature an opponent controls to its ownerﾒs hand.";
Stinkdrinker Daredevil;MMA;2;C;R;2R;Creature - Goblin Rogue;1/3;Giant spells you cast cost %2 less to cast.;
Stinkweed Imp;DDJ;1;C;B;2B;Creature - Imp;1/2;"Flying
Whenever Stinkweed Imp deals combat damage to a creature, destroy that creature.
Dredge 5 #(If you would draw a card, instead you may put exactly five cards from the top of your library into your graveyard. If you do, return this card from your graveyard to your hand. Otherwise, draw a card.)#";
Stonefare Crocodile;RTR;1;C;G;2G;Creature - Crocodile;3/2;%2%B: Stonefare Crocodile gains lifelink until end of turn. #(Damage dealt by this creature also causes you to gain that much life.)#;
Stonehorn Chanter;M14;7;U;W;5W;Creature - Rhino Cleric;4/4;%5%W: Stonehorn Chanter gains vigilance and lifelink until end of turn. #(Attacking doesnﾒt cause it to tap. Damage dealt by it also causes you to gain that much life.)#;
Stonewright;AVR;1;U;R;R;Creature - Human Shaman;1/1;"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Stonewright is paired with another creature, each of those creatures has ﾓ%R: This creature gets +1/+0 until end of turn.ﾔ";
Stormbound Geist;DKA;1;C;U;1UU;Creature - Spirit;2/2;"Flying
Stormbound Geist can block only creatures with flying.
Undying #(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its ownerﾒs control with a +1/+1 counter on it.)#";
Striking Sliver;M14;8;C;R;R;Creature - Sliver;1/1;Sliver creatures you control have first strike. #(They deal combat damage before creatures without first strike.)#;
Stromkirk Captain;DKA;4;U;Gld;1BR;Creature - Vampire Soldier;2/2;"First strike
Other Vampire creatures you control get +1/+1 and have first strike.";
Sunhome Guildmage;GTC;5;U;Gld;RW;Creature - Human Wizard;2/2;"%1%R%W: Creatures you control get +1/+0 until end of turn.
%2%R%W: Put a 1/1 red and white Soldier creature token with haste onto the battlefield.";
Sunspire Gatekeepers;DGM;18;C;W;3W;Creature - Human Soldier;2/4;When Sunspire Gatekeepers enters the battlefield, if you control two or more Gates, put a 2/2 white Knight creature token with vigilance onto the battlefield.;
Sunspire Griffin;RTR;1;C;W;1WW;Creature - Griffin;2/3;Flying;
Sunspire Griffin;RTR;1;C;W;1WW;Creature - Griffin;2/3;Flying;
Suntail Hawk;JU;8;C;W;W;Creature - Bird;1/1;Flying;
Syndic of Tithes;GTC;2;C;W;1W;Creature - Human Cleric;2/2;Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#;
Syndicate Enforcer;GTC;4;C;B;3B;Creature - Human Rogue;3/2;Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#;
