Comment,Name,Color,Text,P/T,Rarity,Edition,Cost,Stars,Qty,Type
,Markov Patrician,B,Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#,3/1,C,ISD,2B,3.096,1,Creature - Vampire
,Masked Admirers,G,"When Masked Admirers enters the battlefield, draw a card.
Whenever you cast a creature spell, you may pay %G%G. If you do, return Masked Admirers from your graveyard to your hand.",3/2,R,LRW,2GG,5,2,Creature - Elf Shaman
,Master Biomancer,Gld,Each other creature you control enters the battlefield with a number of additional +1/+1 counters on it equal to Master Biomancerﾒs power and as a Mutant in addition to its other types.,2/4,M,GTC,2GU,4.028,1,Creature - Elf Wizard
,Master of Cruelties,Gld,"First strike, deathtouch
Master of Cruelties can only attack alone.
Whenever Master of Cruelties attacks a player and isnﾒt blocked, that playerﾒs life total becomes 1. Master of Cruelties assigns no combat damage this combat.",1/4,M,DGM,3BR,3.858,1,Creature - Demon
,Master of Diversion,W,"Whenever Master of Diversion attacks, tap target creature defending player controls.",2/2,C,M14,2W,3.682,9,Creature - Human Scout
,Maw of the Obzedat,Gld,Sacrifice a creature: Creatures you control get +1/+1 until end of turn.,3/3,U,DGM,3WB,3.405,4,Creature - Thrull
,Maze Abomination,B,"Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Multicolored creatures you control have deathtouch.",4/5,C,DGM,5B,3.139,12,Creature - Elemental
,Maze Behemoth,G,"Trample
Multicolored creatures you control have trample.",5/4,C,DGM,5G,2.857,9,Creature - Elemental
,Maze Glider,U,"Flying
Multicolored creatures you control have flying.",3/5,C,DGM,5U,2.776,16,Creature - Elemental
,Maze Rusher,R,"Haste
Multicolored creatures you control have haste.",6/3,C,DGM,5R,2.833,12,Creature - Elemental
,Maze Sentinel,W,"Vigilance
Multicolored creatures you control have vigilance.",3/6,C,DGM,5W,2.636,15,Creature - Elemental
,Meadowboon,W,"When Meadowboon leaves the battlefield, put a +1/+1 counter on each creature target player controls.
Evoke %3%W #(You may cast this spell for its evoke cost. If you do, itﾒs sacrificed when it enters the battlefield.)#",3/3,U,MOR,2WW,3.750,2,Creature - Elemental
,Megantic Sliver,G,Sliver creatures you control get +3/+3.,3/3,R,M14,5G,3.534,2,Creature - Sliver
,"Melek, Izzet Paragon",Gld,"Play with the top card of your library revealed.
You may cast the top card of your library if itﾒs an instant or sorcery card.
Whenever you cast an instant or sorcery spell from your library, copy it. You may choose new targets for the copy.",2/4,R,DGM,4UR,3.821,2,Legendary Creature - Weird Wizard
,Mercurial Chemister,Gld,"%U, %T: Draw two cards.
%R, %T, Discard a card: Mercurial Chemister deals damage to target creature equal to the discarded cardﾒs converted mana cost.",2/3,R,RTR,3UR,3.968,3,Creature - Human Wizard
,Merfolk of the Depths,Gld,Flash #(You may cast this spell any time you could cast an instant.)#,4/2,U,GTC,4%S%S,1.140,1,Creature - Merfolk Soldier
,Merfolk of the Pearl Trident,U,,1/1,C,M13,U,2.156,4,Creature - Merfolk
,Merfolk Spy,U,"Islandwalk #(This creature canﾒt be blocked as long as defending player controls an Island.)#
Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from his or her hand.",1/1,C,M11,U,3.364,11,Creature - Merfolk Rogue
,Messenger Drake,U,"Flying
When Messenger Drake dies, draw a card.",3/3,C,M14,3UU,2.914,10,Creature - Drake
,Metropolis Sprite,U,"Flying
%U: Metropolis Sprite gets +1/-1 until end of turn.",1/2,C,GTC,1U,2.809,7,Creature - Faerie Rogue
,Millennial Gargoyle,Art,Flying,2/2,C,GTC,4,1.803,4,Artifact Creature - Gargoyle
,Mindclaw Shaman,R,"When Mindclaw Shaman enters the battlefield, target opponent reveals his or her hand. You may cast an instant or sorcery card from it without paying its mana cost.",2/2,U,M13,4R,3.819,5,Creature - Viashino Shaman
,Mindeye Drake,U,"Flying
When Mindeye Drake dies, target player puts the top five cards of his or her library into his or her graveyard.",2/5,U,GTC,4U,2.067,1,Creature - Drake
,Mindsparker,R,"First strike #(This creature deals combat damage before creatures without first strike.)#
Whenever an opponent casts a white or blue instant or sorcery spell, Mindsparker deals 2 damage to that player.",3/2,R,M14,1RR,3.640,2,Creature - Elemental
,Minotaur Abomination,B,,4/6,C,M14,4BB,2.175,12,Creature - Zombie Minotaur
,Minotaur Aggressor,R,"First strike, haste",6/2,U,RTR,6R,2.395,2,Creature - Minotaur Berserker
,"Mirko Vosk, Mind Drinker",Gld,"Flying
Whenever Mirko Vosk, Mind Drinker deals combat damage to a player, that player reveals cards from the top of his or her library until he or she reveals four land cards, then puts those cards into his or her graveyard.",2/4,R,DGM,3UB,3.525,1,Legendary Creature - Vampire
,Mirran Crusader,W,"Double strike, protection from black and from green",2/2,R,MBS,1WW,5,2,Creature - Human Knight
,Mist Raven,U,"Flying
When Mist Raven enters the battlefield, return target creature to its ownerﾒs hand.",2/2,C,AVR,2UU,3.750,1,Creature - Bird
,Mogg Flunkies,R,Mogg Flunkies canﾒt attack or block alone.,3/3,C,M13,1R,5,5,Creature - Goblin
,Mogg War Marshal,R,"Echo %1%R #(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)#
When Mogg War Marshal enters the battlefield or dies, put a 1/1 red Goblin creature token onto the battlefield.",1/1,C,TSP,1R,5,3,Creature - Goblin Warrior
,Molten Primordial,R,"Haste
When Molten Primordial enters the battlefield, for each opponent, gain control of up to one target creature that player controls until end of turn. Untap those creatures. They gain haste until end of turn.",6/4,R,GTC,5RR,3.222,2,Creature - Avatar
,Moonveil Dragon,R,"Flying
%R: Each creature you control gets +1/+0 until end of turn.",5/5,M,DKA,3RRR,3.962,1,Creature - Dragon
,Mortus Strider,Gld,"When Mortus Strider dies, return it to its ownerﾒs hand.",1/1,C,GTC,1UB,3.104,5,Creature - Skeleton
,Murmuring Phantasm,U,Defender,0/5,C,DGM,1U,2.756,11,Creature - Spirit
,Mwonvuli Beast Tracker,G,"When Mwonvuli Beast Tracker enters the battlefield, search your library for a creature card with deathtouch, hexproof, reach, or trample and reveal it. Shuffle your library and put that card on top of it.",2/1,U,M13,1GG,3.724,4,Creature - Human Scout
,Nantuko Shaman,G,"When Nantuko Shaman enters the battlefield, if you control no tapped lands, draw a card.
Suspend 1ﾗ%2%G%G #(Rather than cast this card from your hand, you may pay %2%G%G and exile it with a time counter on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)#",3/2,C,TSP,2G,3.750,4,Creature - Insect Shaman
,Nav Squad Commandos,W,"#Battalion# ﾗ Whenever Nav Squad Commandos and at least two other creatures attack, Nav Squad Commandos gets +1/+1 until end of turn. Untap it.",3/5,C,GTC,4W,2.120,4,Creature - Human Soldier
,"Nefarox, Overlord of Grixis",B,"Flying
Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#
Whenever Nefarox, Overlord of Grixis attacks alone, defending player sacrifices a creature.",5/5,R,M13,4BB,3.736,1,Legendary Creature - Demon
,Nephalia Seakite,U,"Flash #(You may cast this spell any time you could cast an instant.)#
Flying",2/3,C,M14,3U,3.100,5,Creature - Bird
,Nettle Swine,G,,4/3,C,AVR,3G,2.065,1,Creature - Boar
,New Prahv Guildmage,Gld,"%W%U: Target creature gains flying until end of turn.
%3%W%U: Detain target nonland permanent an opponent controls. #(Until your next turn, that permanent canﾒt attack or block and its activated abilities canﾒt be activated.)#",2/2,U,RTR,WU,3.430,3,Creature - Human Wizard
,Niblis of the Breath,U,"Flying
%U, %T: You may tap or untap target creature.",2/1,U,DKA,2U,3.233,1,Creature - Spirit
,Niblis of the Mist,W,"Flying
When Niblis of the Mist enters the battlefield, you may tap target creature.",2/1,C,DKA,2W,2.130,1,Creature - Spirit
,Nightveil Specter,Gld,"Flying
Whenever Nightveil Specter deals combat damage to a player, that player exiles the top card of his or her library.
You may play cards exiled with Nightveil Specter.",2/3,R,GTC,%V%V%V,4.022,1,Creature - Specter
,Nightwing Shade,B,"Flying
%1%B: Nightwing Shade gets +1/+1 until end of turn.",2/2,C,M11,4B,1.710,5,Creature - Shade
,Nimbus Swimmer,Gld,"Flying
Nimbus Swimmer enters the battlefield with X +1/+1 counters on it.",0/0,U,GTC,XGU,5,1,Creature - Leviathan
,Nivix Cyclops,Gld,"Defender
Whenever you cast an instant or sorcery spell, Nivix Cyclops gets +3/+0 until end of turn and can attack this turn as though it didnﾒt have defender.",1/4,C,DGM,1UR,3.805,15,Creature - Cyclops
,Nivix Guildmage,Gld,"%1%U%R: Draw a card, then discard a card.
%2%U%R: Copy target instant or sorcery spell you control. You may choose new targets for the copy.",2/2,U,RTR,UR,3.900,2,Creature - Human Wizard
,"Niv-Mizzet, Dracogenius",Gld,"Flying
Whenever Niv-Mizzet, Dracogenius deals damage to a player, you may draw a card.
%U%R: Niv-Mizzet, Dracogenius deals 1 damage to target creature or player.",5/5,M,RTR,2UURR,3.925,3,Legendary Creature - Dragon Wizard
,Notion Thief,Gld,"Flash
If an opponent would draw a card except the first one he or she draws in each of his or her draw steps, instead that player skips that draw and you draw a card.",3/1,R,DGM,2UB,4.259,2,Creature - Human Rogue
,Ogre Jailbreaker,B,"Defender
Ogre Jailbreaker can attack as though it didnﾒt have defender as long as you control a Gate.",4/4,C,RTR,3B,2.266,4,Creature - Ogre Rogue
,Ogre Slumlord,B,"Whenever another nontoken creature dies, you may put a 1/1 black Rat creature token onto the battlefield.
Rats you control have deathtouch.",3/3,R,GTC,3BB,3.621,1,Creature - Ogre Rogue
,"Oona, Queen of the Fae",Gld,"Flying
%X%V: Choose a color. Target opponent exiles the top X cards of his or her library. For each card of the chosen color exiled this way, put a 1/1 blue and black Faerie Rogue creature token with flying onto the battlefield.",5/5,R,SHM,3%V%V%V,4.487,2,Legendary Creature - Faerie Wizard
,Opal Lake Gatekeepers,U,"When Opal Lake Gatekeepers enters the battlefield, if you control two or more Gates, you may draw a card.",2/4,C,DGM,3U,2.667,11,Creature - Vedalken Soldier
,Opportunist,R,%T: Opportunist deals 1 damage to target creature that was dealt damage this turn.,2/2,U,TE,2R,2.641,2,Creature - Human Soldier
,Orchard Spirit,G,Orchard Spirit canﾒt be blocked except by creatures with flying or reach.,2/2,C,ISD,2G,5,1,Creature - Spirit
,Ordruun Veteran,Gld,"#Battalion# ﾗ Whenever Ordruun Veteran and at least two other creatures attack, Ordruun Veteran gains double strike until end of turn. #(It deals both first-strike and regular combat damage.)#",3/1,U,GTC,2RW,2.814,6,Creature - Minotaur Soldier
,Palisade Giant,W,All damage that would be dealt to you or another permanent you control is dealt to Palisade Giant instead.,2/7,R,RTR,4WW,3.364,1,Creature - Giant Soldier
,Pallid Mycoderm,W,"At the beginning of your upkeep, put a spore counter on Pallid Mycoderm.
Remove three spore counters from Pallid Mycoderm: Put a 1/1 green Saproling creature token onto the battlefield.
Sacrifice a Saproling: Each creature you control thatﾒs a Fungus or a Saproling gets +1/+1 until end of turn.",2/4,C,MMA,3W,3.929,4,Creature - Fungus
,Pathbreaker Wurm,G,"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Pathbreaker Wurm is paired with another creature, both creatures have trample.",6/4,C,AVR,4GG,3.210,1,Creature - Wurm
,Penumbra Spider,G,"Reach
When Penumbra Spider dies, put a 2/4 black Spider creature token with reach onto the battlefield.",2/4,C,TSP,2GG,3.977,2,Creature - Spider
,Perilous Shadow,B,%1%B: Perilous Shadow gets +2/+2 until end of turn.,0/4,C,RTR,2BB,2.845,2,Creature - Insect Shade
,Phantom General,W,Creature tokens you control get +1/+1.,2/3,U,RTR,3W,3.385,2,Creature - Spirit Soldier
,Phantom Warrior,U,Phantom Warrior canﾒt be blocked.,2/2,U,10E,1UU,3.767,6,Creature - Illusion Warrior
,Phyrexian Hulk,Art,,5/4,U,M13,6,5,4,Artifact Creature - Golem
,Pillarfield Ox,W,,2/4,C,M13,3W,2.750,12,Creature - Ox
,Pitchburn Devils,R,"When Pitchburn Devils dies, it deals 3 damage to target creature or player.",3/3,C,ISD,4R,2.900,10,Creature - Devil
,Pontiff of Blight,B,"Extort #(Whenever you cast a spell, you may pay %O. If you do, each opponent loses 1 life and you gain that much life.)#
Other creatures you control have extort. #(If a creature has multiple instances of extort, each triggers separately.)#",2/7,R,DGM,4BB,5,1,Creature - Zombie Cleric
,Precinct Captain,W,"First strike
Whenever Precinct Captain deals combat damage to a player, put a 1/1 white Soldier creature token onto the battlefield.",2/2,R,RTR,WW,5,1,Creature - Human Soldier
,Predatory Sliver,G,Sliver creatures you control get +1/+1.,1/1,C,M14,1G,3.606,4,Creature - Sliver
,Primal Clay,Art,"As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. #(A creature with defender canﾒt attack.)#",*/*,U,M13,4,3.545,8,Artifact Creature - Shapeshifter
,Primal Huntbeast,G,Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#,3/3,C,M13,3G,3.333,4,Creature - Beast
,Prized Elephant,W,"Prized Elephant gets +1/+1 as long as you control a Forest.
%G: Prized Elephant gains trample until end of turn. #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#",3/3,U,M13,3W,3.122,5,Creature - Elephant
,Progenitor Mimic,Gld,"You may have Progenitor Mimic enter the battlefield as a copy of any creature on the battlefield except it gains ﾓAt the beginning of your upkeep, if this creature isnﾒt a token, put a token onto the battlefield thatﾒs a copy of this creature.ﾔ",0/0,M,DGM,4GU,3.814,2,Creature - Shapeshifter
,Rakdos Cackler,Gld,Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#,1/1,U,RTR,%K,4.054,1,Creature - Devil
,Rakdos Drake,B,"Flying
Unleash #(You may have this creature enter the battlefield with a +1/+1 counter on it. It canﾒt block as long as it has a +1/+1 counter on it.)#",1/2,C,DGM,2B,3.051,13,Creature - Drake
,Rakdos Ringleader,Gld,"First strike
Whenever Rakdos Ringleader deals combat damage to a player, that player discards a card at random.
%B: Regenerate Rakdos Ringleader.",3/1,U,RTR,4BR,1.351,3,Creature - Skeleton Warrior
,Rakdos Shred-Freak,Gld,Haste,2/1,C,RTR,%K%K,3.415,4,Creature - Human Berserker
,Rakish Heir,R,"Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.",2/2,U,ISD,2R,3.806,1,Creature - Vampire
,Ravenous Rats,B,"When Ravenous Rats enters the battlefield, target opponent discards a card.",1/1,C,M13,1B,5,5,Creature - Rat
,Realmwright,U,"As Realmwright enters the battlefield, choose a basic land type.
Lands you control are the chosen type in addition to their other types.",1/1,R,GTC,U,3.906,1,Creature - Vedalken Wizard
,Reckless Brute,R,"Haste #(This creature can attack and %T as soon as it comes under your control.)#
Reckless Brute attacks each turn if able.",3/1,C,M13,2R,2.306,5,Creature - Ogre Warrior
,Regathan Firecat,R,,4/1,C,M14,2R,3.192,11,Creature - Elemental Cat
,Relentless Skaabs,U,"As an additional cost to cast Relentless Skaabs, exile a creature card from your graveyard.
Undying #(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its ownerﾒs control with a +1/+1 counter on it.)#",4/4,U,DKA,3UU,3.227,1,Creature - Zombie
,Renegade Krasis,G,"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
Whenever Renegade Krasis evolves, put a +1/+1 counter on each other creature you control with a +1/+1 counter on it.",3/2,R,DGM,1GG,3.792,1,Creature - Beast Mutant
,Rift Elemental,R,"%1%R, Remove a time counter from a permanent you control or suspended card you own: Rift Elemental gets +2/+0 until end of turn.",1/1,C,FUT,R,3.867,2,Creature - Elemental
,Riftsweeper,G,"When Riftsweeper enters the battlefield, choose target face-up exiled card. Its owner shuffles it into his or her library.",2/2,U,FUT,1G,3.944,2,Creature - Elf Shaman
,Riot Piker,R,"First strike
Riot Piker attacks each turn if able.",2/1,C,DGM,1R,2.882,9,Creature - Goblin Berserker
,Ripscale Predator,R,Ripscale Predator canﾒt be blocked except by two or more creatures.,6/5,U,GTC,4RR,3.080,1,Creature - Lizard
,Risen Sanctuary,Gld,Vigilance,8/8,U,RTR,5GW,3.208,1,Creature - Elemental
,Rix Maadi Guildmage,Gld,"%B%R: Target blocking creature gets -1/-1 until end of turn.
%B%R: Target player who lost life this turn loses 1 life.",2/2,U,RTR,BR,3.403,1,Creature - Human Shaman
,Roaring Primadox,G,"At the beginning of your upkeep, return a creature you control to its ownerﾒs hand.",4/4,U,M13,3G,3.375,5,Creature - Beast
,Rootwalla,G,%1%G: Rootwalla gets +2/+2 until end of turn. Activate this ability only once each turn.,2/2,C,M14,2G,5,14,Creature - Lizard
,Rot Farm Skeleton,Gld,"Rot Farm Skeleton canﾒt block.
%2%B%G, Put the top four cards of your library into your graveyard: Return Rot Farm Skeleton from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",4/1,U,DGM,2BG,3.836,8,Creature - Plant Skeleton
,Rubbleback Rhino,G,Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#,3/4,C,RTR,4G,2.239,3,Creature - Rhino
,Rubblebelt Maaka,R,"#Bloodrush# ﾗ %R, Discard Rubblebelt Maaka: Target attacking creature gets +3/+3 until end of turn.",3/3,C,DGM,3R,3.798,11,Creature - Cat
,Rubblebelt Raiders,Gld,"Whenever Rubblebelt Raiders attacks, put a +1/+1 counter on it for each attacking creature you control.",3/3,R,GTC,1%L%L%L,3.920,1,Creature - Human Warrior
,Rubblehulk,Gld,"Rubblehulkﾒs power and toughness are each equal to the number of lands you control.
#Bloodrush# ﾗ %1%R%G, Discard Rubblehulk: Target attacking creature gets +X/+X until end of turn, where X is the number of lands you control.",*/*,R,GTC,4RG,3.421,2,Creature - Elemental
,Ruination Wurm,Gld,,7/6,C,GTC,4RG,2.976,3,Creature - Wurm
,Rumbling Baloth,G,,4/4,C,M14,2GG,3.194,11,Creature - Beast
,Rummaging Goblin,R,"%T, Discard a card: Draw a card.",1/1,C,M13,2R,2.071,6,Creature - Goblin Rogue
,Runewing,U,"Flying
When Runewing dies, draw a card.",2/2,C,RTR,3U,2.337,1,Creature - Bird
,"Ruric Thar, the Unbowed",Gld,"Vigilance, reach
Ruric Thar, the Unbowed attacks each turn if able.
Whenever a player casts a noncreature spell, Ruric Thar deals 6 damage to that player.",6/6,R,DGM,4RG,3.805,4,Legendary Creature - Ogre Warrior
,Rust Scarab,G,"Whenever Rust Scarab becomes blocked, you may destroy target artifact or enchantment defending player controls.",4/5,U,GTC,4G,2.948,2,Creature - Insect
,Sage's Row Denizen,U,"Whenever another blue creature enters the battlefield under your control, target player puts the top two cards of his or her library into his or her graveyard.",2/3,C,GTC,2U,2.580,4,Creature - Vedalken Wizard
,Saltfield Recluse,W,%T: Target creature gets -2/-0 until end of turn.,1/2,C,MMA,2W,2.286,2,Creature - Human Rebel Cleric
,Sanctum Gargoyle,W,"Flying
When Sanctum Gargoyle enters the battlefield, you may return target artifact card from your graveyard to your hand.",2/3,C,ARC,3W,4.000,3,Artifact Creature - Gargoyle
,Sapphire Drake,U,"Flying
Each creature you control with a +1/+1 counter on it has flying.",4/4,U,GTC,5U,3.148,1,Creature - Drake
,Saruli Gatekeepers,G,"When Saruli Gatekeepers enters the battlefield, if you control two or more Gates, you gain 7 life.",2/4,C,DGM,3G,2.750,11,Creature - Elf Warrior
,Savageborn Hydra,Gld,"Double strike
Savageborn Hydra enters the battlefield with X +1/+1 counters on it.
%1%L: Put a +1/+1 counter on Savageborn Hydra. Activate this ability only any time you could cast a sorcery.",0/0,M,DGM,XRG,3.839,1,Creature - Hydra
,Scab-Clan Charger,G,"#Bloodrush# ﾗ %1%G, Discard Scab-Clan Charger: Target attacking creature gets +2/+4 until end of turn.",2/4,C,GTC,3G,2.737,3,Creature - Centaur Warrior
,Scab-Clan Giant,Gld,"When Scab-Clan Giant enters the battlefield, it fights target creature an opponent controls chosen at random.",4/5,U,DGM,4RG,3.079,5,Creature - Giant Warrior
,Scion of Vitu-Ghazi,W,"When Scion of Vitu-Ghazi enters the battlefield, if you cast it from your hand, put a 1/1 white Bird creature token with flying onto the battlefield, then populate. #(Put a token onto the battlefield thatﾒs a copy of a creature token you control.)#",4/4,R,DGM,3WW,3.784,3,Creature - Elemental
,Scorchwalker,R,"#Bloodrush# ﾗ %1%R%R, Discard Scorchwalker: Target attacking creature gets +5/+1 until end of turn.",5/1,C,GTC,3R,3.080,3,Creature - Elemental
,Screeching Skaab,U,"When Screeching Skaab enters the battlefield, put the top two cards of your library into your graveyard.",2/1,C,DKA,1U,5,1,Creature - Zombie
,Scroll Thief,U,"Whenever Scroll Thief deals combat damage to a player, draw a card.",1/3,C,M13,2U,3.340,6,Creature - Merfolk Rogue
,Scroll Thief,U,"Whenever Scroll Thief deals combat damage to a player, draw a card.",1/3,C,M11,2U,3.340,9,Creature - Merfolk Rogue
,Selesnya Sentry,W,%5%G: Regenerate Selesnya Sentry.,3/2,C,RTR,2W,2.015,3,Creature - Elephant Soldier
,Seller of Songbirds,W,"When Seller of Songbirds enters the battlefield, put a 1/1 white Bird creature token with flying onto the battlefield.",1/2,C,RTR,2W,2.862,5,Creature - Human
,Sentinel Sliver,W,Sliver creatures you control have vigilance. #(Attacking doesnﾒt cause them to tap.)#,2/2,C,M14,1W,3.556,7,Creature - Sliver
,Sentinel Spider,G,"Vigilance #(Attacking doesnﾒt cause this creature to tap.)#
Reach #(This creature can block creatures with flying.)#",4/4,C,M13,3GG,3.831,4,Creature - Spider
,Sepulchral Primordial,B,"Intimidate
When Sepulchral Primordial enters the battlefield, for each opponent, you may put up to one target creature card from that playerﾒs graveyard onto the battlefield under your control.",5/4,R,GTC,5BB,3.493,1,Creature - Avatar
,Seraph of Dawn,W,"Flying
Lifelink #(Damage dealt by this creature also causes you to gain that much life.)#",2/4,C,AVR,2WW,3.878,2,Creature - Angel
,Serra Angel,W,"Flying
Vigilance #(Attacking doesnﾒt cause this creature to tap.)#",4/4,U,CMD,3WW,0.000,6,Creature - Angel
,Serra Angel,W,"Flying
Vigilance #(Attacking doesnﾒt cause this creature to tap.)#",4/4,U,M13,3WW,0.000,6,Creature - Angel
,Servant of Nefarox,B,"Exalted #(Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)#",3/1,C,M13,2B,2.931,4,Creature - Human Cleric
,Sewer Shambler,B,"Swampwalk #(This creature is unblockable as long as defending player controls a Swamp.)#
Scavenge %2%B #(%2%B, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",2/1,C,RTR,2B,2.848,1,Creature - Zombie
,Shadow Alley Denizen,B,"Whenever another black creature enters the battlefield under your control, target creature gains intimidate until end of turn. #(It canﾒt be blocked except by artifact creatures and/or creatures that share a color with it.)#",1/1,C,GTC,B,3.654,4,Creature - Vampire Rogue
,Shadowborn Apostle,B,"A deck can have any number of cards named Shadowborn Apostle.
%B, Sacrifice six creatures named Shadowborn Apostle: Search your library for a Demon creature card and put it onto the battlefield. Then shuffle your library.",1/1,C,M14,B,3.598,7,Creature - Human Cleric
,Shadowborn Demon,B,"Flying
When Shadowborn Demon enters the battlefield, destroy target non-Demon creature.
At the beginning of your upkeep, if there are fewer than six creature cards in your graveyard, sacrifice a creature.",5/6,M,M14,3BB,3.651,2,Creature - Demon
,Shambleshark,Gld,"Flash #(You may cast this spell any time you could cast an instant.)#
Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#",2/1,C,GTC,GU,3.806,2,Creature - Fish Crab
,Shimian Specter,B,"Flying
Whenever Shimian Specter deals combat damage to a player, that player reveals his or her hand. You choose a nonland card from it. Search that playerﾒs graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles his or her library.",2/2,R,M13,2BB,3.943,1,Creature - Specter
,Shrewd Hatchling,Gld,"Shrewd Hatchling enters the battlefield with four -1/-1 counters on it.
%I: Target creature canﾒt block Shrewd Hatchling this turn.
Whenever you cast a blue spell, remove a -1/-1 counter from Shrewd Hatchling.
Whenever you cast a red spell, remove a -1/-1 counter from Shrewd Hatchling.",6/6,U,EVE,3%I,5,1,Creature - Elemental
,Siege Mastodon,W,,3/5,C,M12,4W,1.529,12,Creature - Elephant
,Siege-Gang Commander,R,"When Siege-Gang Commander enters the battlefield, put three 1/1 red Goblin creature tokens onto the battlefield.
%1%R, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to target creature or player.",2/2,R,SC,3RR,5,1,Creature - Goblin
,Silvercoat Lion,W,,2/2,C,M13,1W,2.153,10,Creature - Cat
,Simic Fluxmage,U,"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%1%U, %T: Move a +1/+1 counter from Simic Fluxmage onto target creature.",1/2,U,GTC,2U,2.904,1,Creature - Merfolk Wizard
,Simic Manipulator,U,"Evolve #(Whenever a creature enters the battlefield under your control, if that creature has greater power or toughness than this creature, put a +1/+1 counter on this creature.)#
%T, Remove one or more +1/+1 counters from Simic Manipulator: Gain control of target creature with power less than or equal to the number of +1/+1 counters removed this way.",0/1,R,GTC,1UU,3.582,2,Creature - Mutant Wizard
,Sin Collector,Gld,"When Sin Collector enters the battlefield, target opponent reveals his or her hand. You choose an instant or sorcery card from it and exile that card.",2/1,U,DGM,1WB,4.320,5,Creature - Human Cleric
,Sire of Insanity,Gld,"At the beginning of each end step, each player discards his or her hand.",6/4,R,DGM,4BR,3.815,3,Creature - Demon
,Skaab Goliath,U,"As an additional cost to cast Skaab Goliath, exile two creature cards from your graveyard.
Trample",6/9,U,ISD,5U,5,1,Creature - Zombie Giant
,Skarrg Goliath,G,"Trample
#Bloodrush# ﾗ %5%G%G, Discard Skarrg Goliath: Target attacking creature gets +9/+9 and gains trample until end of turn.",9/9,R,GTC,6GG,3.157,1,Creature - Beast
,Skarrg Guildmage,Gld,"%R%G: Creatures you control gain trample until end of turn.
%1%R%G: Target land you control becomes a 4/4 Elemental creature until end of turn. Itﾒs still a land.",2/2,U,GTC,RG,3.900,2,Creature - Human Shaman
,Skinbrand Goblin,R,"#Bloodrush# ﾗ %R, Discard Skinbrand Goblin: Target attacking creature gets +2/+1 until end of turn.",2/1,C,GTC,1R,2.818,3,Creature - Goblin Warrior
,Skyknight Legionnaire,Gld,"Flying, haste",2/2,C,GTC,1RW,3.821,5,Creature - Human Knight
,Skylasher,G,"Flash
Skylasher canﾒt be countered.
Reach, protection from blue",2/2,R,DGM,1G,3.829,3,Creature - Insect
,Skyline Predator,U,"Flash #(You may cast this spell any time you could cast an instant.)#
Flying",3/4,U,RTR,4UU,2.049,1,Creature - Drake
,Slate Street Ruffian,B,"Whenever Slate Street Ruffian becomes blocked, defending player discards a card.",2/2,C,GTC,2B,3.500,6,Creature - Human Warrior
,Slaughterhorn,G,"#Bloodrush# ﾗ %G, Discard Slaughterhorn: Target attacking creature gets +3/+2 until end of turn.",3/2,C,GTC,2G,3.944,3,Creature - Beast
,Sliver Construct,Art,,2/2,C,M14,3,1.648,8,Artifact Creature - Sliver Construct
,Sluiceway Scorpion,Gld,"Deathtouch #(Any amount of damage this deals to a creature is enough to destroy it.)#
Scavenge %1%B%G #(%1%B%G, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this cardﾒs power on target creature. Scavenge only as a sorcery.)#",2/2,C,RTR,2BG,3.246,3,Creature - Scorpion
,Slum Reaper,B,"When Slum Reaper enters the battlefield, each player sacrifices a creature.",4/2,U,RTR,3B,2.837,1,Creature - Horror
